,product_title,product_url,img_url,product_price,average_rating,reviews_count,width,height,legth,breadcrumbs_category_main,breadcrumbs_category_sub
76,FINNALA Cover for headrest - Orrsta black-blue,https://www.ikea.com/us/en/p/finnala-cover-for-headrest-orrsta-black-blue-30482667/,https://www.ikea.com/us/en/images/products/finnala-cover-for-headrest-dalstorp-multicolor__0724728_pe734570_s5.jpg,10.0,0.0,0.0,9.75,0.75,14.5,Sofas & sectionals,Sofa & armchairs covers
77,MORABO 5-seat sofa with chaises - Gunnared dark gray/wood,https://www.ikea.com/us/en/p/morabo-5-seat-sofa-with-chaises-gunnared-dark-gray-wood-s79442383/,https://www.ikea.com/us/en/images/products/morabo-5-seat-sofa-with-chaises-djuparp-dark-blue-wood__0990585_pe819070_s5.jpg,1549.0,0.0,0.0,32.25,21.25,64.5,Sofas & sectionals,Fabric sofas
78,UPPLAND Cover for sofa - with chaise/Blekinge white,https://www.ikea.com/us/en/p/uppland-cover-for-sofa-with-chaise-blekinge-white-70487639/,https://www.ikea.com/us/en/images/products/uppland-cover-for-sofa-with-chaise-blekinge-white__0818577_pe774499_s5.jpg,179.0,3.5,6.0,14.25,5.75,22.25,Sofas & sectionals,Sofa & armchairs covers
79,FÄRLÖV Sofa - Flodafors gray,https://www.ikea.com/us/en/p/faerloev-sofa-flodafors-gray-s89387060/,https://www.ikea.com/us/en/images/products/faerloev-sofa-djuparp-dark-gray__0479738_pe619085_s5.jpg,799.0,4.1,23.0,34.25,17.0,78.0,Sofas & sectionals,Fabric sofas
80,FINNALA Chaise cover - Gunnared medium gray,https://www.ikea.com/us/en/p/finnala-chaise-cover-gunnared-medium-gray-s79319868/,https://www.ikea.com/us/en/images/products/finnala-chaise-cover-dalstorp-multicolor__0724798_pe734639_s5.jpg,110.0,3.7,3.0,9.25,1.5,14.0,Sofas & sectionals,Sofa & armchairs covers
81,VRETSTORP Cover for sleeper sofa - Virestad red/white,https://www.ikea.com/us/en/p/vretstorp-cover-for-sleeper-sofa-virestad-red-white-60475161/,https://www.ikea.com/us/en/images/products/vretstorp-cover-for-sleeper-sofa-blekinge-white__0818756_pe774590_s5.jpg,179.0,1.0,1.0,14.25,3.25,22.25,Sofas & sectionals,Sofa & armchairs covers
82,"FINNALA Cover for sectional, 4-seat - with chaise/Dalstorp multicolor",https://www.ikea.com/us/en/p/finnala-cover-for-sectional-4-seat-with-chaise-dalstorp-multicolor-s29319795/,https://www.ikea.com/us/en/images/products/finnala-cover-for-sectional-4-seat-with-chaise-dalstorp-multicolor__0725532_pe734919_s5.jpg,164.0,0.0,0.0,9.75,1.5,15.75,Sofas & sectionals,Sofa & armchairs covers
83,"POÄNG Ottoman cushion - Knisa black 21 5/8x23 1/4 """,https://www.ikea.com/us/en/p/poaeng-ottoman-cushion-knisa-black-20466173/,https://www.ikea.com/us/en/images/products/poaeng-ottoman-cushion-hillared-anthracite__0529689_pe646300_s5.jpg,10.0,4.8,21.0,20.0,2.0,22.0,Sofas & sectionals,Sofa & armchairs covers
84,"HÄRLANDA Sectional, 4-seat - with chaise/Sporda natural",https://www.ikea.com/us/en/p/haerlanda-sectional-4-seat-with-chaise-sporda-natural-s09320318/,https://www.ikea.com/us/en/images/products/haerlanda-sectional-4-seat-with-chaise-inseros-white__0577222_pe668690_s5.jpg,1429.0,5.0,1.0,25.25,7.5,37.25,Sofas & sectionals,Fabric sofas
85,SÖDERHAMN 1-seat section - Viarp beige/brown,https://www.ikea.com/us/en/p/soederhamn-1-seat-section-viarp-beige-brown-s39305665/,https://www.ikea.com/us/en/images/products/soederhamn-1-seat-section-fridtuna-dark-gray__1057679_pe848879_s5.jpg,279.0,4.8,6.0,38.25,9.5,38.5,Sofas & sectionals,Sectionals
86,MORABO Sofa - with chaise/Grann/Bomstad dark beige/wood,https://www.ikea.com/us/en/p/morabo-sofa-with-chaise-grann-bomstad-dark-beige-wood-s79317416/,https://www.ikea.com/us/en/images/products/morabo-sofa-with-chaise-grann-bomstad-black-wood__0320933_pe514807_s5.jpg,1479.0,4.4,5.0,37.0,20.75,69.0,Sofas & sectionals,Leather & faux leather sofas
87,"MORABO Sectional, 4-seat - with chaise/Grann/Bomstad golden brown/wood",https://www.ikea.com/us/en/p/morabo-sectional-4-seat-with-chaise-grann-bomstad-golden-brown-wood-s49317762/,https://www.ikea.com/us/en/images/products/morabo-sectional-4-seat-with-chaise-grann-bomstad-black-wood__0320984_pe514791_s5.jpg,1499.0,4.9,11.0,36.5,20.75,83.75,Sofas & sectionals,Leather & faux leather sofas
88,"MORABO Sectional, 5-seat - with chaise/Gunnared dark gray/metal",https://www.ikea.com/us/en/p/morabo-sectional-5-seat-with-chaise-gunnared-dark-gray-metal-s79318312/,https://www.ikea.com/us/en/images/products/morabo-sectional-5-seat-with-chaise-djuparp-dark-blue-metal__0990519_pe819018_s5.jpg,1949.0,0.0,0.0,37.0,20.75,37.0,Sofas & sectionals,Fabric sofas
89,PÄRUP Cover for sofa - with chaise/Gunnared beige,https://www.ikea.com/us/en/p/paerup-cover-for-sofa-with-chaise-gunnared-beige-00493993/,https://www.ikea.com/us/en/images/products/paerup-cover-for-sofa-with-chaise-gunnared-beige__0950139_pe800159_s5.jpg,279.0,0.0,0.0,14.75,5.75,22.25,Sofas & sectionals,Sofa & armchairs covers
90,FINNALA Cover for chaise section - Orrsta black-blue,https://www.ikea.com/us/en/p/finnala-cover-for-chaise-section-orrsta-black-blue-70454865/,https://www.ikea.com/us/en/images/products/finnala-cover-for-chaise-section-dalstorp-multicolor__0724725_pe734567_s5.jpg,50.0,5.0,1.0,14.25,1.75,22.25,Sofas & sectionals,Sofa & armchairs covers
91,HÄRLANDA Cover for 1-seat section - Sporda dark gray,https://www.ikea.com/us/en/p/haerlanda-cover-for-1-seat-section-sporda-dark-gray-50455248/,https://www.ikea.com/us/en/images/products/haerlanda-cover-for-1-seat-section-inseros-white__0577134_pe668608_s5.jpg,74.0,0.0,0.0,14.75,2.75,22.25,Sofas & sectionals,Sofa & armchairs covers
92,STOCKSUND Cover for bench - Ljungen blue,https://www.ikea.com/us/en/p/stocksund-cover-for-bench-ljungen-blue-00319734/,https://www.ikea.com/us/en/images/products/stocksund-cover-for-bench-ljungen-blue__0405144_pe575046_s5.jpg,79.0,4.4,7.0,9.75,2.75,14.25,Sofas & sectionals,Sofa & armchairs covers
93,HÄRLANDA Sleeper sofa - Inseros white,https://www.ikea.com/us/en/p/haerlanda-sleeper-sofa-inseros-white-s19320450/,https://www.ikea.com/us/en/images/products/haerlanda-sleeper-sofa-inseros-white__0621961_pe690211_s5.jpg,1078.0,0.0,0.0,40.5,11.0,69.75,Sofas & sectionals,Fabric sofas
94,UPPLAND Cover for ottoman with storage - Totebo dark turquoise,https://www.ikea.com/us/en/p/uppland-cover-for-ottoman-with-storage-totebo-dark-turquoise-80472741/,https://www.ikea.com/us/en/images/products/uppland-cover-for-ottoman-with-storage-blekinge-white__0944719_pe797412_s5.jpg,19.0,3.3,7.0,9.5,1.25,14.25,Sofas & sectionals,Sofa & armchairs covers
95,FINNALA Cover for 1-seat section - Gunnared medium gray,https://www.ikea.com/us/en/p/finnala-cover-for-1-seat-section-gunnared-medium-gray-00454859/,https://www.ikea.com/us/en/images/products/finnala-cover-for-1-seat-section-dalstorp-multicolor__0724730_pe734568_s5.jpg,54.0,0.0,0.0,14.25,1.5,22.25,Sofas & sectionals,Sofa & armchairs covers
96,FINNALA Cover for loveseat sleeper section - Tallmyra beige,https://www.ikea.com/us/en/p/finnala-cover-for-loveseat-sleeper-section-tallmyra-beige-50454989/,https://www.ikea.com/us/en/images/products/finnala-cover-for-loveseat-sleeper-section-dalstorp-multicolor__0724785_pe734616_s5.jpg,120.0,0.0,0.0,14.25,4.0,22.25,Sofas & sectionals,Sofa & armchairs covers
97,HÄRLANDA Cover for loveseat - Sporda dark gray,https://www.ikea.com/us/en/p/haerlanda-cover-for-loveseat-sporda-dark-gray-s19320596/,https://www.ikea.com/us/en/images/products/haerlanda-cover-for-loveseat-inseros-white__0577219_pe668687_s5.jpg,204.0,2.0,1.0,14.75,3.5,22.25,Sofas & sectionals,Sofa & armchairs covers
98,HÄRLANDA Cover for corner section - Ljungen light green,https://www.ikea.com/us/en/p/haerlanda-cover-for-corner-section-ljungen-light-green-40455258/,https://www.ikea.com/us/en/images/products/haerlanda-cover-for-corner-section-inseros-white__0577139_pe668613_s5.jpg,100.0,0.0,0.0,14.75,2.75,22.25,Sofas & sectionals,Sofa & armchairs covers
99,FINNALA Cover for loveseat - Orrsta black-blue,https://www.ikea.com/us/en/p/finnala-cover-for-loveseat-orrsta-black-blue-s59319713/,https://www.ikea.com/us/en/images/products/finnala-cover-for-loveseat-dalstorp-multicolor__0725529_pe734918_s5.jpg,119.0,0.0,0.0,14.25,2.25,22.25,Sofas & sectionals,Sofa & armchairs covers
100,"HÄRLANDA Cover f/corner sleeper sofa, 5-seat - with chaise/Inseros white",https://www.ikea.com/us/en/p/haerlanda-cover-f-corner-sleeper-sofa-5-seat-with-chaise-inseros-white-s69320706/,https://www.ikea.com/us/en/images/products/haerlanda-cover-f-corner-sleeper-sofa-5-seat-with-chaise-inseros-white__0622202_pe690370_s5.jpg,304.0,0.0,0.0,14.75,3.5,22.25,Sofas & sectionals,Sofa & armchairs covers
101,FINNALA Armrest - Dalstorp multicolor,https://www.ikea.com/us/en/p/finnala-armrest-dalstorp-multicolor-s99319457/,https://www.ikea.com/us/en/images/products/finnala-armrest-dalstorp-multicolor__0724727_pe734569_s5.jpg,55.0,5.0,3.0,26.5,6.5,38.0,Sofas & sectionals,Fabric sofas
102,HÄRLANDA Cover for sofa - Sporda dark gray,https://www.ikea.com/us/en/p/haerlanda-cover-for-sofa-sporda-dark-gray-s79320621/,https://www.ikea.com/us/en/images/products/haerlanda-cover-for-sofa-inseros-white__0577220_pe668688_s5.jpg,199.0,0.0,0.0,14.75,5.5,22.25,Sofas & sectionals,Sofa & armchairs covers
103,FÄRLÖV Ottoman with storage - Djuparp dark gray,https://www.ikea.com/us/en/p/faerloev-ottoman-with-storage-djuparp-dark-gray-s69192681/,https://www.ikea.com/us/en/images/products/faerloev-ottoman-with-storage-djuparp-dark-gray__0479732_pe619084_s5.jpg,299.0,5.0,2.0,25.25,18.5,33.25,Sofas & sectionals,Ottomans
104,VINLIDEN Cover for loveseat - Hakebo light turquoise,https://www.ikea.com/us/en/p/vinliden-cover-for-loveseat-hakebo-light-turquoise-00443743/,https://www.ikea.com/us/en/images/products/vinliden-cover-for-loveseat-hakebo-beige__0852697_pe780205_s5.jpg,70.0,0.0,0.0,14.25,4.25,22.25,Sofas & sectionals,Sofa & armchairs covers
105,FINNALA Cover for sleeper sofa - Gunnared beige,https://www.ikea.com/us/en/p/finnala-cover-for-sleeper-sofa-gunnared-beige-s89319721/,https://www.ikea.com/us/en/images/products/finnala-cover-for-sleeper-sofa-dalstorp-multicolor__0725529_pe734918_s5.jpg,150.0,3.0,1.0,14.25,3.25,22.25,Sofas & sectionals,Sofa & armchairs covers
106,HÄRLANDA Cover for sofa - with chaise/Sporda natural,https://www.ikea.com/us/en/p/haerlanda-cover-for-sofa-with-chaise-sporda-natural-s49320651/,https://www.ikea.com/us/en/images/products/haerlanda-cover-for-sofa-with-chaise-inseros-white__0577221_pe668689_s5.jpg,314.0,0.0,0.0,14.75,3.5,22.25,Sofas & sectionals,Sofa & armchairs covers
107,MORABO Sofa - with chaise/Grann/Bomstad dark beige/metal,https://www.ikea.com/us/en/p/morabo-sofa-with-chaise-grann-bomstad-dark-beige-metal-s99317415/,https://www.ikea.com/us/en/images/products/morabo-sofa-with-chaise-grann-bomstad-black-metal__0320930_pe514808_s5.jpg,1479.0,4.4,5.0,37.0,20.75,69.0,Sofas & sectionals,Leather & faux leather sofas
108,"FINNALA Sectional, 4-seat corner - with open end with headrests/Gunnared beige",https://www.ikea.com/us/en/p/finnala-sectional-4-seat-corner-with-open-end-with-headrests-gunnared-beige-s69336137/,https://www.ikea.com/us/en/images/products/finnala-sectional-4-seat-corner-with-open-end-with-headrests-dalstorp-multicolor__0766712_pe753877_s5.jpg,1239.0,0.0,0.0,29.25,12.25,57.25,Sofas & sectionals,Fabric sofas
109,HÄRLANDA Cover for loveseat sleeper section - Sporda natural,https://www.ikea.com/us/en/p/haerlanda-cover-for-loveseat-sleeper-section-sporda-natural-10455207/,https://www.ikea.com/us/en/images/products/haerlanda-cover-for-loveseat-sleeper-section-inseros-white__0621557_pe689994_s5.jpg,120.0,0.0,0.0,14.75,4.25,22.25,Sofas & sectionals,Sofa & armchairs covers
110,MORABO 5-seat sofa with chaises - Gunnared light green/metal,https://www.ikea.com/us/en/p/morabo-5-seat-sofa-with-chaises-gunnared-light-green-metal-s49442389/,https://www.ikea.com/us/en/images/products/morabo-5-seat-sofa-with-chaises-djuparp-dark-blue-metal__0990583_pe819068_s5.jpg,1549.0,0.0,0.0,32.25,21.25,64.5,Sofas & sectionals,Fabric sofas
111,"FINNALA Sectional, 4-seat corner - Orrsta black-blue",https://www.ikea.com/us/en/p/finnala-sectional-4-seat-corner-orrsta-black-blue-s49319233/,https://www.ikea.com/us/en/images/products/finnala-sectional-4-seat-corner-dalstorp-multicolor__0725523_pe734913_s5.jpg,1149.0,0.0,0.0,29.25,12.25,57.25,Sofas & sectionals,Fabric sofas
112,"FINNALA Cover for sectional, 4-seat - with open end/Gunnared medium gray",https://www.ikea.com/us/en/p/finnala-cover-for-sectional-4-seat-with-open-end-gunnared-medium-gray-s89319820/,https://www.ikea.com/us/en/images/products/finnala-cover-for-sectional-4-seat-with-open-end-dalstorp-multicolor__0725567_pe734948_s5.jpg,324.0,0.0,0.0,14.25,2.5,22.25,Sofas & sectionals,Sofa & armchairs covers
113,FINNALA Cover for sleeper sofa - with chaise/Gunnared beige,https://www.ikea.com/us/en/p/finnala-cover-for-sleeper-sofa-with-chaise-gunnared-beige-s29319781/,https://www.ikea.com/us/en/images/products/finnala-cover-for-sleeper-sofa-with-chaise-dalstorp-multicolor__0725566_pe734950_s5.jpg,200.0,5.0,1.0,14.25,3.25,22.25,Sofas & sectionals,Sofa & armchairs covers
114,FINNALA Cover for ottoman with storage - Gunnared beige,https://www.ikea.com/us/en/p/finnala-cover-for-ottoman-with-storage-gunnared-beige-10454873/,https://www.ikea.com/us/en/images/products/finnala-cover-for-ottoman-with-storage-dalstorp-multicolor__0724723_pe734565_s5.jpg,48.0,5.0,1.0,9.25,2.25,14.0,Sofas & sectionals,Sofa & armchairs covers
115,MORABO Sofa - Grann/Bomstad dark beige/metal,https://www.ikea.com/us/en/p/morabo-sofa-grann-bomstad-dark-beige-metal-s89317454/,https://www.ikea.com/us/en/images/products/morabo-sofa-grann-bomstad-black-metal__0321002_pe514786_s5.jpg,849.0,4.7,22.0,36.5,20.75,83.75,Sofas & sectionals,Leather & faux leather sofas
116,HOLMSUND Cover for sleeper sofa - Nordvalla beige,https://www.ikea.com/us/en/p/holmsund-cover-for-sleeper-sofa-nordvalla-beige-30321368/,https://www.ikea.com/us/en/images/products/holmsund-cover-for-sleeper-sofa-nordvalla-beige__0405558_pe577546_s5.jpg,179.0,4.0,16.0,14.25,3.75,22.25,Sofas & sectionals,Sofa & armchairs covers
117,MORABO Sofa - Grann/Bomstad white/wood,https://www.ikea.com/us/en/p/morabo-sofa-grann-bomstad-white-wood-s59317974/,https://www.ikea.com/us/en/images/products/morabo-sofa-grann-bomstad-black-wood__0321005_pe514785_s5.jpg,849.0,4.7,22.0,36.5,20.75,83.75,Sofas & sectionals,Leather & faux leather sofas
118,FINNALA Sofa - with headrest/Tallmyra beige,https://www.ikea.com/us/en/p/finnala-sofa-with-headrest-tallmyra-beige-s79336113/,https://www.ikea.com/us/en/images/products/finnala-sofa-with-headrest-dalstorp-multicolor__0725525_pe734916_s5.jpg,674.0,5.0,1.0,29.5,8.75,30.75,Sofas & sectionals,Fabric sofas
119,UPPLAND Sofa with chaise - Hallarp beige,https://www.ikea.com/us/en/p/uppland-sofa-with-chaise-hallarp-beige-s59322386/,https://www.ikea.com/us/en/images/products/uppland-sofa-with-chaise-blekinge-white__0818577_pe774499_s5.jpg,649.0,4.5,6.0,36.75,22.75,57.0,Sofas & sectionals,Fabric sofas
120,"HÄRLANDA Cover for sectional, 5-seat - Inseros white",https://www.ikea.com/us/en/p/haerlanda-cover-for-sectional-5-seat-inseros-white-s19320681/,https://www.ikea.com/us/en/images/products/haerlanda-cover-for-sectional-5-seat-inseros-white__0577216_pe668695_s5.jpg,243.0,0.0,0.0,14.75,3.5,22.25,Sofas & sectionals,Sofa & armchairs covers
121,FINNALA Corner section - Gunnared medium gray,https://www.ikea.com/us/en/p/finnala-corner-section-gunnared-medium-gray-s29319601/,https://www.ikea.com/us/en/images/products/finnala-corner-section-dalstorp-multicolor__0724729_pe734571_s5.jpg,321.0,5.0,1.0,29.25,8.5,30.0,Sofas & sectionals,Fabric sofas
122,FINNALA Cover for sofa section - Tallmyra black/gray,https://www.ikea.com/us/en/p/finnala-cover-for-sofa-section-tallmyra-black-gray-50454847/,https://www.ikea.com/us/en/images/products/finnala-cover-for-sofa-section-dalstorp-multicolor__0724724_pe734566_s5.jpg,134.0,5.0,1.0,14.75,5.5,22.25,Sofas & sectionals,Sofa & armchairs covers
123,"MORABO Sectional, 5-seat - with chaise/Grann/Bomstad black/metal",https://www.ikea.com/us/en/p/morabo-sectional-5-seat-with-chaise-grann-bomstad-black-metal-s59316639/,https://www.ikea.com/us/en/images/products/morabo-sectional-5-seat-with-chaise-grann-bomstad-black-metal__0320879_pe514824_s5.jpg,2649.0,3.0,2.0,37.0,20.75,37.0,Sofas & sectionals,Leather & faux leather sofas
124,STOCKSUND Sofa - Nolhaga dark green/black/wood,https://www.ikea.com/us/en/p/stocksund-sofa-nolhaga-dark-green-black-wood-s49274753/,https://www.ikea.com/us/en/images/products/stocksund-sofa-ljungen-blue-black-wood__0405190_pe575076_s5.jpg,699.0,3.8,24.0,9.25,3.5,12.25,Sofas & sectionals,Fabric sofas
125,"HÄRLANDA Cover for sectional, 4-seat - with chaise/Sporda natural",https://www.ikea.com/us/en/p/haerlanda-cover-for-sectional-4-seat-with-chaise-sporda-natural-s59320679/,https://www.ikea.com/us/en/images/products/haerlanda-cover-for-sectional-4-seat-with-chaise-inseros-white__0577222_pe668690_s5.jpg,424.0,0.0,0.0,14.75,3.5,22.25,Sofas & sectionals,Sofa & armchairs covers
126,UPPLAND Cover for ottoman with storage - Virestad red/white,https://www.ikea.com/us/en/p/uppland-cover-for-ottoman-with-storage-virestad-red-white-60472742/,https://www.ikea.com/us/en/images/products/uppland-cover-for-ottoman-with-storage-blekinge-white__0944719_pe797412_s5.jpg,49.0,3.3,7.0,9.75,2.75,14.25,Sofas & sectionals,Sofa & armchairs covers
127,FINNALA Cover for sofa section - Dalstorp multicolor,https://www.ikea.com/us/en/p/finnala-cover-for-sofa-section-dalstorp-multicolor-90454968/,https://www.ikea.com/us/en/images/products/finnala-cover-for-sofa-section-dalstorp-multicolor__0724724_pe734566_s5.jpg,74.0,5.0,1.0,14.75,2.75,22.25,Sofas & sectionals,Sofa & armchairs covers
128,HÄRLANDA Sofa section - Sporda natural,https://www.ikea.com/us/en/p/haerlanda-sofa-section-sporda-natural-s19320153/,https://www.ikea.com/us/en/images/products/haerlanda-sofa-section-inseros-white__0577136_pe668610_s5.jpg,499.0,4.0,1.0,29.25,12.25,85.0,Sofas & sectionals,Fabric sofas
129,FINNALA Cover for sleeper sofa - with chaise/Tallmyra beige,https://www.ikea.com/us/en/p/finnala-cover-for-sleeper-sofa-with-chaise-tallmyra-beige-s99319787/,https://www.ikea.com/us/en/images/products/finnala-cover-for-sleeper-sofa-with-chaise-dalstorp-multicolor__0725566_pe734950_s5.jpg,300.0,5.0,1.0,14.25,4.0,22.25,Sofas & sectionals,Sofa & armchairs covers
130,MORABO Ottoman - Djuparp dark blue/metal,https://www.ikea.com/us/en/p/morabo-ottoman-djuparp-dark-blue-metal-s29416503/,https://www.ikea.com/us/en/images/products/morabo-ottoman-djuparp-dark-blue-metal__0990450_pe818963_s5.jpg,219.0,0.0,0.0,26.5,13.5,31.0,Sofas & sectionals,Ottomans
131,MORABO Loveseat - Djuparp dark blue/metal,https://www.ikea.com/us/en/p/morabo-loveseat-djuparp-dark-blue-metal-s79416505/,https://www.ikea.com/us/en/images/products/morabo-loveseat-djuparp-dark-blue-metal__0990485_pe818996_s5.jpg,749.0,4.9,10.0,36.5,20.75,68.25,Sofas & sectionals,Fabric sofas
132,MORABO Loveseat - Grann/Bomstad gray-green/metal,https://www.ikea.com/us/en/p/morabo-loveseat-grann-bomstad-gray-green-metal-s49317856/,https://www.ikea.com/us/en/images/products/morabo-loveseat-grann-bomstad-black-metal__0320948_pe514802_s5.jpg,829.0,4.6,12.0,37.0,20.75,69.0,Sofas & sectionals,Leather & faux leather sofas
133,"FINNALA Cover for sectional, 5-seat - Tallmyra beige",https://www.ikea.com/us/en/p/finnala-cover-for-sectional-5-seat-tallmyra-beige-s49319836/,https://www.ikea.com/us/en/images/products/finnala-cover-for-sectional-5-seat-dalstorp-multicolor__0725533_pe734917_s5.jpg,456.0,0.0,0.0,14.25,3.5,22.25,Sofas & sectionals,Sofa & armchairs covers
134,KOARP Chair cover - Gunnared medium gray,https://www.ikea.com/us/en/p/koarp-chair-cover-gunnared-medium-gray-20347142/,https://www.ikea.com/us/en/images/products/koarp-chair-cover-gunnared-beige__0522280_pe643185_s5.jpg,65.0,4.7,27.0,14.25,1.5,22.25,Sofas & sectionals,Sofa & armchairs covers
